Domain,Company,company_clean,public_emails_clean,Industry Groups,Employees,City,State,Country,Description,Plan,Revenue Est Monthly,Store Age Years,Product Count,App Spend Mo,Key Apps,Tech Stack,Trustpilot Rating,Trustpilot Reviews,Migrated From,Social Followers,Features,segment,query_name,ingested_at,Source,MV P0,BB,Final Email,Status,Israeli DTC Shopify 10k+ - Contacts - 2026-07-19
yooletta.com,Yooletta,Yooletta,"https://www.tiktok.com/@yooletta, info@yooletta.com",/Business & Industrial/Business Services/Office Supplies,,Tel Aviv-Yafo,Tel Aviv District,IL,"ביולטה תוכלו למצוא מוצרי נייר איכותיים ומעוצבים, מוצרי לייפסטייל לעיצוב הבית וחיי היומיום וכמובן מתנות שכיף לקבל, באריזה מושלמת שמרגש לפתוח.",Shopify Plus,105150,9.6,677,10,"Shopify Checkout Blocks, Happy Birthday Email by UW, Instafeed ‑ Instagram Feed, Product Reviews, Vimeo Create ‑ Video Maker","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,,PIN 324 / TT 259,"Brands Page, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
missnori.com,missnori,missnori,"info@missnori.com, https://www.tiktok.com/@.missnori",/Apparel/Women's Clothing,,Tel Aviv-Yafo,Tel Aviv District,IL,"אתר קניות אונליין לכל מי שמחפשת פריטים מדויקים לנשים, ילדים וגברים. קולקציה עולה בכל שבוע ומשלוחים מהירים לכל הארץ.",Shopify Plus,350891,9.6,1790,216,"Adoric Bundles Volume discount, AdRoll Marketing & Advertising, Affiliatly Affiliate Marketing, Attentive: AI‑led Email &SMS, Shopify Checkout Blocks","Affiliatly, Arrive, Attentive, Black Crow, Cloudflare",,,,TT 11k,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,missnorimissnori.com
rdstudio.co,RD Studio,RD Studio,"https://www.youtube.com/@rdstudiobim, support@rdstudio.co",/Computers/CAD & CAM | /Science/Engineering & Technology | /Computers/Software | /Arts & Entertainment/Visual Art & Design/Architecture,,Haifa,Haifa District,IL,"RD Studio - Download Free Families for Revit and Dynamo Scripts for Architects and BIM Users. Use our Dynamo Scripts Library to make your BIM workflow better, faster and much more enjoyable. Download our Revit Families to enhance your presentation...",,126180,2.4,700,74,"Avada GDPR Cookies Consent, BOOSTER AI SEO + AEO OPTIMIZER, Negate ‑ Bot Protection, Bundler ‑ Product Bundles App, Coupon X: Discount Code Pop Up","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, FAQ Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"leonoredorrdstudio.co,slavizhelyazkovrdstudio.co"
sprayground.co.il,SPRAYGROUND ISRAEL,SPRAYGROUND ISRAEL,spraygroundisrael@gmail.com,/Apparel,63,Hadera,Haifa District,IL,"SPRAYGROUND הינו מותג סגנון חיים ייחודי, לאנשים שהם תמיד בתנועה....מתמצאים, חיים ונושמים אופנה ונושאים את החיים שלהם בתיקם.....",Shopify Plus,103515,8.0,790,143,"Blockify Checkout Customizer, Checkout Buddy, Covet Instagram Feed & Reviews, Smart Pop ‑ Pop Ups, Email, Gift Card Hero • All‑in‑one","Arrive, Cloudflare, Cloudflare CDN, Eggflow, Facebook Pixel",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Store Locator Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
intimisa.com,Intimisa,Intimisa,"https://www.tiktok.com/@intimisa, help@intimisa.com",/Apparel/Undergarments | /Apparel/Women's Clothing,,Jerusalem,Jerusalem District,IL,The Intimisa cosplay body suit is a comfortable and durable suit that will last through many wearings; because it is made of stretchy spandex fabric. Buy Today.,,72248,6.0,205,59,"AppLovin, Currency Converter Plus, DSers: Dropship+AliExpress+AI, Gift Card Hero • All‑in‑one, Simprosys Google Shopping Feed","AppLovin AXON Pixel, Arrive, Bing Ads, Cloudflare, Cloudflare CDN",4.5,264,,X 709 / TT 789,"FAQ Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"yaelgorenintimisa.com,sharonisraelintimisa.com,shakedisraelintimisa.com"
chozen.co.il,CHOZEN,CHOZEN,customerservice@chozen.co.il,/Apparel,,Herzliya,Tel Aviv District,IL,גלו את המותגים המובילים בעולם מבית היבואן הרשמי קבוצת אלפא,Shopify Plus,170305,5.5,5964,284,"Avada AI SEO Image Optimizer, MP Size Chart & Size Guide, Shopify Checkout Blocks, Discounty: Bulk Discount Sales, Flair Product Badges + CRO","Afterpay, Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Cryptocurrency Messaging, Contact Page, Brands Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
laline.co.il,Laline,Laline,support@laline.co.il,/Health/Nursing,69,,,IL,"ללין מציעה סגנון חיים מפנק, עם מוצרי טיפוח איכותיים המעניקים רגעי הנאה. משלוח תוך 4-7 ימי עסקים * צבירה ומימוש נקודות * החלפות והחזרות בכל סניפי הרשת",Shopify Plus,245822,7.2,412,,"Powerful Contact Form Builder, Judge.me Product Reviews App","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,,,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"naamaohayonlaline.co.il,erezmalkalaline.co.il,origorenlaline.co.il"
casabella.co.il,CASA BELLA,CASA BELLA,"customer@casabella.co.il, goldiecasabella@gmail.com, suppliers@casabella.co.il",/Home & Garden,120,Bnei Brak,Tel Aviv District,IL,"הקולקציות שלנו מורכבות מפריטים שמשלימים אחד את השני ומאפשרים חיבורים מקוריים להלבשת שולחן. כל אחת ואחד יוכלו למצוא פריטים ודרכם להגדיר את עצמם ואת אופי האירוח, ולהשתנות מפעם לפעם כי זה הכי כיף",,104903,7.8,680,,"AdScale AI Ads Meta/Google Ads, FAQs, Helpdesk, Chat, WhatsApp, Kaching CartDrawer Cart Upsell, Chatty AI Chatbot & Live Chat, BOGO+ Free Gift & Buy X Get Y","Arrive, Cloudflare, Cloudflare CDN, Cloudinary, Facebook Pixel",,,woocommerce (2023),,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
my-kitchengadgets.com,my-kitchengadgets.com,my-kitchengadgets.com,info@my-kitchengadgets.com,/Home & Garden,,Rishon LeTsiyon,Center District,IL,Shop our kitchen gadgets store for time-saving tools hand-picked for home cooks. Free worldwide shipping!,,73389,8.7,173,,"17TRACK Order Tracking, UpPromote Affiliate Marketing, Avada AI SEO Image Optimizer, SmartBN: Banner Slider, DSers: Dropship+AliExpress+AI","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,,,"International Shipping, Shopify Online Store 2.0, Free Returns, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,maorkatirachimy-kitchengadgets.com
sharespa.co.il,– ShareSpa,– ShareSpa,"https://www.youtube.com/@sharespa2831, https://www.tiktok.com/@share_spa",/Travel/Hotels & Accommodations,,Herzliya,Tel Aviv District,IL,רשת הספא המובילה בישראל - ShareSpa בבתי מלון יוקרתיים בפריסה ארצית מזמינה אתכם להנות מחווית ספא סוחפת וקסומה במגוון מלונות מפנקים ומרגשים והכל במרחק קליק בהזמנה אונליין. ניתן להצטרף בחינם למועדון מפונקים - מועדון החברים המפנק בישראל שבאמצעותו תהנו מצבירת נקודות בכל רכישה וכמובן מהטבות אקסקלוסיביות ובלעדיות לחברים.,,100833,1.2,41,3,"Hextom: Countdown Timer Bar, FUGU ‑ Every Payment Counts, GOAFFPRO ‑ Affiliate Marketing, Instafeed+Story Instagram Feed, BEE Logo slider showcase logos","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,,TT 738,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
sapporo.co.il,סאפורו (Sapporo),סאפורו (Sapporo),"service@sapporo.co.il, https://www.tiktok.com/@sapporo_jewelry",/Apparel/Clothing Accessories,,Tel Aviv-Yafo,Tel Aviv District,IL,"תכשיטים לנשים בעיצובים הכי טרנדיים – מבחר ענק של שרשראות, טבעות, עגילים, צמידים תכשיטי כסף 925 ועוד מגוון קולקציות מלאות בסטייל | מגוון ענק של אקססוריז ותכשיטים במחירים נגישים! עכשיו בסאפורו! - הפתעה בכל הזמנה",Shopify Plus,255977,6.4,2215,167,"AC ‑ Accessibility Toolkit, Adoric Bundles Volume discount, AG Product Reviews App & UGC, Checkout Buddy, Discounty: Bulk Discount Sales","Arrive, Cloudflare, Cloudflare CDN, Criteo, Facebook Pixel",,,woocommerce (2025),TT 191k,"Shopify Online Store 2.0, Has iOS App, Has Android App, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
hollandia.co.il,Hollandia,Hollandia,https://www.tiktok.com/@hollandia_israel,/Home & Garden,,Sderot,South District,IL,"הולנדיה החברה שדואגת לכם לאיכות שינה מושלמת! הולנדיה מייבאת, מייצרת ומשווקת מערכות שינה היקרתיות והאיכותיות ביותר בעולם. היכנסו להתרשם ממגוון מערכות שינה איכותיות ביותר.",,100113,9.6,146,50,"Avada GDPR Cookies Consent, ChatBot by Text, Dondy: WhatsApp Marketing+Chat, Hulk Contact Form Builder, Instafeed: For Instagram Feed","Arrive, ChatBot, Cloudflare, Cloudflare CDN, Facebook Pixel",,,,YT 1.4k,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"avibarssessathollandia.co.il,gadialonhollandia.co.il,rinahollandia.co.il"
dr-or.co.il,דוקטור עור– Doctor OR,דוקטור עור– Doctor OR,"https://www.tiktok.com/@doctor_or_il, support@dr-or.co.il",/Health/Health Conditions/Skin Conditions | /Beauty & Fitness/Face & Body Care/Skin & Nail Care,,Petah Tikva,Center District,IL,"דוקטור עור מותג דרמו קוסמטיקה ישראלי המציע מגוון רחב של מוצרי טיפול וטיפוח לסוגי העור השונים. מוצרי המותג פותחו ע""י רופאי עור ומכילים רכיבי פטנט ייחודים וחדשניים שנבחרו בקפידה שיעילותם מוכחת מדעית, לרכישה אונליין היכנסו לאתר",Shopify Plus,83153,9.3,111,,"AB Genius: Price & A/B Testing, Instafeed ‑ Instagram Feed, AB Genius: Price & A/B Testing, Loox ‑ Product Reviews App, Shopify Forms","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,TT 613,"Contact Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
orgadmaps.co.il,orgadmaps.co.il,orgadmaps.co.il,"office@orgadmaps.co.il, orgadmaps@gmail.com, info@orgadmaps.co.il",/Books & Literature/Geographic Reference,,Rehovot,Center District,IL,"חנות מפות וגלובוסים, שירותי מיפוי ולמינציה ברחובות. אביגדור אורגד",,130712,8.2,620,47,"CodeInspire Accessibility Tool, Dr Stacked Discounts Codes, Globo Mega Menu, Navigation, RPTR Instagram Feed Connect, Instafeed+Story Instagram Feed","Apple Pay, Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
usablocks.com,USABLOCKS,USABLOCKS,support@usablocks.com,/Toys & Hobbies/Building Toys,,Motza Illit,Jerusalem District,IL,"Discover a creative world with USABLOCKS! We offer a wide selection of MOC building block models, brick sets & DIY educational toys for kids at reasonable prices. Shop Now!",,191027,4.8,2949,15,"17TRACK Order Tracking, Fomo: Social Proof Sales Popup, Simprosys Google Shopping Feed, Growave: Loyalty & Wishlist, Judge.me Product Reviews App","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",1.9,15,,X 5 / PIN 2,"Brands Page, International Shipping, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"mikhailkarimovusablocks.com,amitaigvirtzusablocks.com,yaronhubermanusablocks.com"
suri.co.il,SURI,SURI,"sales.suri.il@gmail.com, support@suri-art.com",/Home & Garden/Home Furnishings,,Herzliya,Tel Aviv District,IL,"מזוזות מעוצבות לבית ולמשרד בסגנונות שונים ובמחירים מעולים! מציעה מגוון רחב של בתי מזוזה מודרניים ועכשוויים במחירים ללא תחרות ובמשלוח SURI מהיר עד הבית! אצלנו תוכלו למצוא כל מה שצריך לבית – במקום אחד. החל מקלפי מזוזה כשרים, בתי מזוזות ,מעוצבים , פמוטים, כוסות קידוש כיסויי חלה מזוזות במחיר משתלם ועוד Use discount code c8c04a62",,81817,3.2,641,202,"ABboost: A/B Testing & CRO, ChatBot by Text, Dondy: WhatsApp Marketing+Chat, Fontify: Google & Custom Fonts, Goalify: Free Shipping Bar PRO","Arrive, ChatBot, Cloudflare, Cloudflare CDN, Google Ads Pixel",,,,,"Shopify New Customer Accounts, Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,dorsurisuri.co.il
zoharatights.co.il,zoharatights.co.il,zoharatights.co.il,"hello@zoharatights.com, info@zoharatights.com",/Apparel/Swimwear,,Tel Aviv-Yafo,Tel Aviv District,IL,"פתרונות הלבשה חדשניים לנשים, גלי את השילוב המושלם בין סטייל ונוחות. מבחר עצום של גרביונים לנשים ולילדות, בגדי ים ומחטבים זוהרה l ZOHARA l גרביונים l בגדי ים | מחטבים",,90246,9.6,651,196,"DiscountYard — Stack Discounts, Instafeed ‑ Instagram Feed, Klaviyo: Email Marketing & SMS, Klaviyo Reviews, Pushdaddy Countdown Timer","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,,,"FAQ Page, Shopify Online Store 2.0, Free Returns, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"danarappaportzoharatights.co.il,candelairustazoharatights.co.il,lorenatabarzoharatights.co.il"
bonitademas.co.il,bonitademas.co.il,bonitademas.co.il,infobdm@extraretail.co.il,/Apparel/Undergarments,,Kfar HaNagid,Center District,IL,בוניטה דה מאס הלבשה תחתונה סקסית לנשים חזיות תחרה במידות גדולות חזיית ספורט הנקה סטרפלס חוטיני בייבי דול . בגדי ים שלמים מחטבים ביקיני ברזילאים לחזה גדול,Shopify Plus,105643,8.1,1660,200,"Adoric Popup & Email Popups, CartWizard: All‑in‑1 Discounts, Shopify Checkout Blocks, Checkout Upsell, Infinite Product Options","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, GoAffPro",,,,,"Contact Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Store Locator Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,liliancohen-zeitunibonitademas.co.il
de-base.com,DE BASE,DE BASE,info@de-base.com,/Apparel,,Tel Aviv-Yafo,Tel Aviv District,IL,DE BASE,,89732,2.9,864,49,"Nova: Multi Currency Converter, Preorder, Back In Stock ‑ STOQ, Back In Stock,Notify Me: Kbite, EB Country Blocker Bot Blocker, Discount Ninja Promo Engine","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify Online Store 2.0, International Shipping, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
frontlineholsters.com,frontlineholsters,frontlineholsters,"info@frontlineholsters.com, sales@frontlineholsters.com",,,Rishon LeTsiyon,Center District,IL,,,103916,9.6,166,19,"BixGrow Affiliate Marketing, Essential Countdown Timer Bar, Pandectes GDPR Compliance, XO Insert Code, Judge.me Product Reviews App","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Ads Pixel",,,,,"FAQ Page, Tracking Page, Shopify Online Store 2.0, International Shipping, Product Page Video Tag",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"amiadsarelfrontlineholsters.com,ilansarelfrontlineholsters.com,avisarelfrontlineholsters.com"
sweetweet.co.il,העולם של Sweetweet,העולם של Sweetweet,"info@sweetweet.co.il, https://www.youtube.com/@sweetweet.israel, https://www.tiktok.com/@sweetweet.israel, office@sweetweet.co.il",/Food & Drink/Food/Candy & Sweets,,Tel Aviv-Yafo,Tel Aviv District,IL,"בעולם של סוויטוויט תמצאו מתנות מתוקות, סוויטבוקסים, ממתקים מיוחדים מהארץ ומהעולם, טרנדים מהטיקטוק וכל מה שמתוק! 💙 מקווים שנצליח להמם אתכם ולעשות לכם טעים בלב!🍬 Use discount code c8c04a62",,67838,4.0,1310,67,"Customily Product Personalizer, Discount Ninja Promo Engine, geolizr, PageFly Landing Page Builder, PreOrder Globo | Back in Stock","Afterpay, Arrive, Cloudflare, Cloudflare CDN, Customily",,,,TT 104k,"Contact Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,shaharorsweetweet.co.il
