Domain,query_name,segment,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,public_emails_clean,ingested_at,Final Email,MV,BB,Status
dynamicdownsizers.com,General Moving Companies in US / CA,has_public,Dynamic Downsizers Inc,Dynamic Downsizers,yes,CONSUMER_SERVICES:1.0,B2C:0.96,198,,1-10M,1-10,2018-11-10,Markham,ON,CA,+14162888368,"hello@dynamicdownsizers.com, info@dynamicdownsizers.com, team@dynamicdownsizers.com","Dynamic Downsizers is a moving service that assists families and seniors in downsizing their belongings. They manage the packing, unpacking, and setup of items for sale or donation, ensuring a smooth transition to new homes. Their services include optimizing furniture fit, guiding movers with placement, and providing follow-up support after move-in. The company collaborates closely with clients and realtors to meet specific needs and timelines throughout the downsizing process.",moveplnr-2026-05-29-companies-batch3000-1,0,3,0,catchall_only,"hello@dynamicdownsizers.com, info@dynamicdownsizers.com, team@dynamicdownsizers.com",2026-05-29,hello@dynamicdownsizers.com,catch_all,deliverable,done
imsrelocation.com,General Moving Companies in US / CA,has_public,IMS Relocation,IMS Relocation,yes,CONSUMER_SERVICES:0.99,"B2B:0.98, B2C:0.89",165,,1-10M,11-50,2017-02-16,Carrollton,TX,US,"+19724842112, +18005592112",info@imsrelocation.com,"The Hauser Music Foundation is a nonprofit organization focused on improving the learning environment in primary schools and empowering orphans and underprivileged families. Its main functions include providing free education grants, medical care services, and skill acquisition programs to help these children become financially independent and set up businesses. The foundation also shares relief materials like groceries and first aid items to support its initiatives. Donations can be made throug",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@imsrelocation.com,2026-05-29,info@imsrelocation.com,catch_all,deliverable,done
amplemoving.com,General Moving Companies in US / CA,has_public,Ample Moving,Ample Moving,yes,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.96",235,,1-10M,1-10,2017-03-31,Jersey City,NJ,US,"+12017215777, +15514655333",info@amplemoving.com,"Ample Moving is a moving company based in Jersey City, New Jersey, offering a range of relocation services for both residential and commercial clients. Their main functionalities include local moving, interstate moving, packing, and storage solutions, all tailored to meet the specific needs of each client. Key features include professional movers, transparent pricing with no hidden fees, and personalized customer support throughout the moving process. The company emphasizes timely service and ai",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@amplemoving.com,2026-05-29,info@amplemoving.com,catch_all,deliverable,done
serenitymovers.com,General Moving Companies in US / CA,has_public,Serenity Movers,Serenity Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.58, B2C:0.97",183,,1-10M,1-10,2016-06-22,Bronx,NY,US,+18778871818,customerservice@serenitymovers.com,"Serenity Movers is a moving company that provides comprehensive moving and storage services across New York City, including residential, commercial, and long-distance relocations. Their main functionality includes professional packing and unpacking, climate-controlled storage solutions, and specialized services for office relocations and special events. Key features include flat-rate pricing with no hidden fees, instant Certificate of Insurance (COI) for luxury and commercial buildings, and dedi",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,customerservice@serenitymovers.com,2026-05-29,customerservice@serenitymovers.com,catch_all,deliverable,done
home-aidmoving.com,General Moving Companies in US / CA,has_public,Home-Aid Moving,Home-Aid Moving,yes,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.97",97,,<1M,1-10,2019-07-30,Spring Hill,TN,US,+16154824796,william@home-aidmoving.com,"Home-Aid Moving is a moving company based in Middle Tennessee that offers local and long-distance relocation services. They provide professional packing, unpacking, and specialized moves for items up to 300 miles away. The company employs trained crews and immediate delivery, ensuring efficient handling of belongings and sensitive items, while also offering senior assisted moving support. Home-Aid Move emphasizes clear pricing and transparent communication throughout the moving process.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,william@home-aidmoving.com,2026-05-29,william@home-aidmoving.com,catch_all,deliverable,done
yfcv.ca,General Moving Companies in US / CA,has_public,Your Friend with a Cube Van Inc.,Your Friend with a Cube Van,yes,CONSUMER_SERVICES:1.0,"B2B:0.78, B2C:0.93",212,,1-10M,11-50,2016-12-12,Toronto,ON,CA,+14169602048,info@yfcv.ca,"Your Friend with a Cube Van Inc. is a moving service based in Old Toronto that offers packing, unpacking, and delivery solutions for residential, commercial, and long-distance moves. They provide a We Drive, You Load/Unload service where clients receive assistance with the loading and unloading of their belongings using a flat dolly and blankets. The company also sells various packing materials and offers flat rates for long- distance moves across Ontario and Quebec.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@yfcv.ca,2026-05-29,info@yfcv.ca,catch_all,deliverable,done
timeforsimplicity.com,General Moving Companies in US / CA,has_public,Simplicity Professional Organizing,Timeforsimplicity,partial,CONSUMER_SERVICES:1.0,B2C:0.96,256,,<1M,11-50,2017-09-14,Mckinney,TX,US,+19727410828,contact@timeforsimplicity.com,"Simplicity Professional Organizing offers organizing, moving, and creative services in McKinney, Sherman, and North Texas. The main purpose of the service is to help busy families and entrepreneurs simplify their lives by decluttering and organizing homes, allowing them to focus on more meaningful activities. Key features include personalized decluttering strategies, custom moving assistance, and a commitment to reducing distractions during home moves. Clients can book consultations to discuss t",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,contact@timeforsimplicity.com,2026-05-29,contact@timeforsimplicity.com,catch_all,deliverable,done
downsizingdiva.com,General Moving Companies in US / CA,has_public,Downsizing Diva,Downsizing Diva,yes,CONSUMER_SERVICES:1.0,"B2B:0.7, B2C:0.83",230,,1-10M,11-50,2022-02-01,Toronto,ON,CA,+16473413482,thediva@downsizingdiva.com,"Downing Diva is a senior relocation service that assists older adults and their families in downsizing, moving, and clearing estates. The main functionality includes organizing items, finding reliable moving companies, coordinating the move, and providing support for moving day-of-the-event. Key features include free in-home consultations, personalized planning assistance, and a focus on reducing stress during the moving process, allowing clients to focus on their new lifestyle while receiving o",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,thediva@downsizingdiva.com,2026-05-29,thediva@downsizingdiva.com,catch_all,deliverable,done
moverguys.com,General Moving Companies in US / CA,has_public,The Mover Guys,The Mover Guys,yes,CONSUMER_SERVICES:1.0,"B2B:0.94, B2C:0.93",117,,<1M,1-10,2018-08-17,Edmonton,AB,CA,"+14034586644, +17804696644",info@moverguys.com,"The Mover Guys is a moving company based in Edmonton, Alberta, offering a range of services for both residential and commercial moves. Their main functionalities include furniture assembly, packing, unpacking, storage, and delivery, catering to various needs such as senior moving, moving supplies, and container loading. The team emphasizes safety and comfort, employing certified movers who are trained to handle complex moves efficiently, regardless of weather or conditions. They also provide fre",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@moverguys.com,2026-05-29,info@moverguys.com,catch_all,deliverable,done
magicmove.ca,General Moving Companies in US / CA,has_public,Magic Move,Magic Move,yes,CONSUMER_SERVICES:1.0,"B2B:0.85, B2C:0.95",76,,<1M,1-10,2020-09-12,Calgary,AB,CA,"+15879997777, +380962287259",contact@magicmove.ca,"Magic Move is a moving company based in Calgary that offers residential and commercial relocation services. Their main functionality includes packing, loading, and transportation for homes, apartments, and commercial properties across Alberta, British Columbia, and Saskatchewan. Key features include real-time tracking of the move, customized moving solutions, and a focus on customer support throughout the moving process. They provide various pricing options for different types of moves, includin",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,contact@magicmove.ca,2026-05-29,contact@magicmove.ca,catch_all,deliverable,done
bcmovers.com,General Moving Companies in US / CA,has_public,BCMovers,BCMovers,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.89",157,,1-10M,1-10,2017-09-23,Vancouver,BC,CA,"+16043171986, +16043179186",operations@bcmovers.com,"BCMovers is a moving company based in Vancouver that offers a range of services for both local and commercial moves. Their main functionality includes providing personalized moving plans, packing and preparation, and professional cleaning services. BCMovers also specializes in long-distance moves and storage solutions, ensuring customer satisfaction through experienced staff and flexible pricing options. They operate across various locations in the Greater Vancouver area and offer free quotes fo",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,operations@bcmovers.com,2026-05-29,operations@bcmovers.com,catch_all,deliverable,done
ectransitions.com,General Moving Companies in US / CA,has_public,Elder Care Transitions,Elder Care Transitions,yes,CONSUMER_SERVICES:1.0,B2C:0.88,269,,1-10M,1-10,2016-10-17,Toronto,ON,CA,"+16472683295, +16474360736",info@ectransitions.com,"Elder Care Transitions is a service that assists seniors in moving to and from retirement residences. They offer a range of services including full move coordination, content sales and clear-outs, floor plan rendering, furniture rental, and home staging. Their website features a comprehensive retirement home search tool to help clients explore available options and make informed decisions, while their experienced team manages all aspects of the moving process, ensuring a smooth transition for se",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@ectransitions.com,2026-05-29,info@ectransitions.com,catch_all,deliverable,done
twomenandamovingvan.com,General Moving Companies in US / CA,has_public,Two Men And A Moving Van,Two Men And A Moving Van,yes,CONSUMER_SERVICES:1.0,"B2B:0.92, B2C:0.95",51,,1-10M,1-10,2018-03-08,Kent,WA,US,+12532151850,info@twomenandamovingvan.com,"Two Men and A Moving Van is a moving company based in Seattle that offers a range of services for both residential and commercial moves. Their main functionalities include same-day moving, packing, assembly, and secured storage, all supported by trained and background-checked movers. Key features include transparent pricing with no hidden fees, GPS tracking on each move, 24/7 customer service, and a commitment to quality through premium padding and floor protection measures. The company emphasiz",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@twomenandamovingvan.com,2026-05-29,info@twomenandamovingvan.com,catch_all,deliverable,done
