query_name,segment,Domain,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,ingested_at,Company,Title,Seniority,Department,Email,Verified,Phone,Social,Connections,_sheet_id,✨ ICP Fit,Similarity,Industry Groups,Employees,Start Date,Street,Zip,Redirect Domain,Description,Keywords,Update Date,source_sheet
General Moving Companies in US / CA,no_contacts,bestraterelocationservices.com,Best Rate Relocation Services,Best Rate Relocation Services,yes,CONSUMER_SERVICES:1.0,B2C:0.9,30,,1-10M,1-10,2024-11-05,Baltimore City,MD,US,"+12409291863, +18885057773, +12404689429","iinfo@brates.net, info@brates.net","Best Rate Relocation Services is a local moving company based in Baltimore City, MD, offering residential and commercial relocation services. They provide packing, heavy lifting, and labor-only moving for both individuals and businesses within a 150-mile radius of the area. Key features include flat-rate pricing, a team of experienced movers, and specialized services such as one-piece furniture moving and storage solutions. The company emphasizes customer service, fast and efficient moving assis",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,unpackmystuff.com,JsniderHome,JsniderHome,partial,CONSUMER_SERVICES:1.0,"B2B:0.55, B2C:0.9",27,,<1M,1-10,2024-07-31,Watertown,MA,US,+16175644199,,"JsniderHOME is a service that offers organizing, design, and packing for individuals and families moving within the Greater Boston area. The main functionality includes decluttering, unpacking belongings, and creating personalized home decor to enhance living spaces. Key features include professional organization of furniture and decor, personalized interior design services, and support for senior moves, all aimed at making the move easier and stress-free.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,condormovingsystems.com,Condor Moving Systems,Condor Moving Systems,yes,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.94",193,,1-10M,11-50,2016-11-19,Fort Worth,TX,US,"+18177011580, +18177011587, +18177993995, +18774606683",movers@condormovingsystems.com,"Condor Moving Systems is a full-service moving company that offers local and long-distance relocation services for residential, commercial, and government moves. They manage the entire moving process from planning to completion, including packing, crating, transportation, and storage solutions. Key features include specialized services for fragile items, senior relocations, military transfers, and office relocations with trained movers, all supported by their own equipment and extensive experien",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,a-1movers.com,A-1 Home & Piano Moving,A-1 Home & Piano Moving,yes,CONSUMER_SERVICES:1.0,B2C:0.96,86,,1-10M,1-10,2021-10-10,Bellevue,WA,US,"+12067824592, +14259993674",info@a-1movers.com,"A-1 Home & Piano Moving provides moving services for homes and pianos in the Seattle area, including Bellevue, Seattle, Tacoma, and surrounding areas. Their main functionality includes packing, unpacking, and organizing belongings to ensure a smooth relocation process. A-1 offers free in-home estimates, professional packing teams, and a selection of moving supplies tailored to client needs. They also provide specialized solutions for piano moves and have over 40 years of experience in the indust",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,samonasprimemoving.com,"Samonas Prime Moving, Inc.",Samonas Prime Moving,yes,CONSUMER_SERVICES:0.97,"B2B:0.99, B2C:0.84",192,,1-10M,1-10,2017-08-07,Riverhead,NY,US,"+16315097059, +16318211438",info@samonasprimemoving.com,"Samonas Prime Moving is a family-owned long distance moving service based in New York that offers a range of relocation solutions. Their main functionality includes handling all aspects of the move, from packing and delivery to storage, ensuring a smooth and stress-free experience for families and businesses. Key features include no hidden fees, personalized moving plans, expert packing services, and a commitment to transparency with no subcontractors or late payment deadlines. They cater to var",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,goodmoving.ca,,,yes,,,,,,,,,,,,,,moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,simplythebestmovellc.com,Simply The Best Move LLC,Simply The Best Move,yes,CONSUMER_SERVICES:1.0,B2C:0.98,118,,<1M,1-10,2016-12-14,Atlanta,GA,US,+17706912562,,"Simply The Best Move is a residential moving service based in Atlanta, GA, specializing in full-service moves. Their main functionalities include material packing, furniture assembly, and long-distance relocation for both small and large moves. They offer labor-only services for efficient heavy lifting and provide expert assistance to ensure smooth logistics during the move. The company focuses on customer satisfaction and aims to treat valuables as valued at $1 million.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,peoplemoverscalifornia.com,People Movers,People Movers,yes,CONSUMER_SERVICES:0.99,"B2B:0.89, B2C:0.88",122,,1-10M,1-10,2022-03-15,Sacramento,CA,US,"+16502572327, +17727425246, +18005784268, +19162264466",office@peoplemoverscalifornia.com,"People Movers is a full-service moving company in California that offers local and long-distance moving services for residential, commercial, and corporate moves. They provide free estimates, transparent pricing with no hidden fees, and a commitment to safety through the use of industry-grade packing materials and protective wrapping. Their services include 24/7 GPS tracking, specialized moving assistance for houses, apartments, and townhomes, as well as options for storage and express delivery.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,whatsthemovenc.com,What's The Move NC,What's The Move NC,yes,CONSUMER_SERVICES:1.0,"B2B:0.97, B2C:0.98",41,,<1M,1-10,2022-02-09,Greensboro,NC,US,"+19197207225, +19848950668",,"The website offers moving services for both residential and commercial clients, including packing, storage, and transportation. It provides a range of specialized moving solutions such as furniture assembly and secure shipping options. The company emphasizes customer satisfaction and professional service, ensuring efficient handling of moving tasks with a focus on safety and professionalism. Users can easily navigate through their moving needs to find the right services based on their specific r",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,vectormoving.com,,,yes,,,,,,,,,,,,,,moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,keepitupmoving.com,Keep It Up Moving,Keep It Up Moving,yes,CONSUMER_SERVICES:0.99,"B2B:0.98, B2C:0.92",36,,1-10M,1-10,2024-06-12,Schaumburg,IL,US,"+17733403324, +12256111821","info@keepitupmoving.com, privacy@keepitupmoving.com","Keep It Up Moving is a licensed and insured moving company based in Chicago that offers a variety of moving services for residential, commercial, and long-distance moves. Their main functionalities include packing, unpacking, heavy lifting, labor-only services, and the delivery of moving boxes and supplies. They provide free estimates, same-day service appointments, and have over 30 years of experience in the moving industry, ensuring professional support throughout the relocation process.",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,yourmoveottawa.com,YourMove Ottawa,YourMove Ottawa,yes,CONSUMER_SERVICES:0.99,"B2B:0.97, B2C:0.94",97,,<1M,1-10,2020-02-19,Ottawa,ON,CA,+16138546667,info@yourmoveottawa.com,"YourMove Ottawa is a moving company that offers residential and commercial moving services in Ottawa and Gatineau. They provide a range of moving solutions including local, long-distance, last-minute, packing, junk removal, and waste disposal. The team assists clients throughout the moving process, ensuring safe and efficient handling of valuables, as well as offering specialized services for pets and furniture relocation. Additionally, they sell moving supplies and provide contract logistics to",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,tfmoving.ca,TF Moving,TF Moving,yes,CONSUMER_SERVICES:0.96,"B2B:0.99, B2C:0.97",108,,1-10M,1-10,2018-05-22,Ottawa,ON,CA,+16132030574,tfmoving@bell.net,"TF Moving is a moving company based in Ottawa that offers residential and commercial moving services. They provide local moving, long-distance moving, packing, transport, and unpacking for both individuals and businesses. Their services include custom moving solutions, detailed packing plans, and specialized items like heavy lifting and furniture. TF Moving aims to minimize downtime during moves by handling all aspects of the move, ensuring a smooth experience for clients.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,zetamoving.com,Zeta Moving,Zeta Moving,yes,CONSUMER_SERVICES:0.99,"B2B:0.95, B2C:0.95",107,,1-10M,11-50,2022-10-07,Los Angeles,CA,US,"+13235117191, +13235517191, +18445840700, +19515573323",,"Zeta Moving is a moving company based in Los Angeles that offers a range of services for residential and commercial relocations. Their main functionalities include local, long-distance, piano moving, packing, unpacking, and junk removal. Zeta Moving provides professional moving assistance, handles all aspects of the move, including insurance claims, and ensures a smooth relocation experience with a focus on customer satisfaction. The company also features an online booking process and offers fre",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,apollomovingcompany.com,Apollo Moving Company,Apollo Moving Company,yes,CONSUMER_SERVICES:1.0,"B2B:0.79, B2C:0.85",29,,1-10M,1-10,2022-10-25,Los Angeles,CA,US,+18443276556,info@apollomovingcompany.com,"Austin Peay State University offers online career training programs approved for the US Army and Army Credentialing Assistance. These programs are designed to be accessible and self-paced, allowing students to complete their courses within 4 to 6 months. Key features include national certification exams, optional externships, live labs, and personalized support from curriculum advisors to help students find suitable educational options based on their needs. The university also provides resources",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,lippincottvanlines.com,Lippincott Van Lines,Lippincott Van Lines,yes,"CONSUMER_SERVICES:0.69, SUPPLY_CHAIN_AND_PROCUREMENT:0.3","B2B:0.93, B2C:0.93",39,,1-10M,11-50,2022-11-22,North Haven,CT,US,"+18002458563, +18607383118",info@lippincottvanlines.com,"Lippincott Van Lines is a moving company based in Connecticut that offers a range of relocation services for both local and international moves. Their main functionalities include local moving, long-distance moving, corporate moving, furniture moving, packing services, and storage solutions. They provide free estimates, work closely with clients to create personalized move plans, manage the logistics, and ensure secure transportation of belongings. The company has over 50 years of experience in",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,desertmoving.com,Desert Moving,Desert Moving,yes,"BUSINESS_PRODUCTS_AND_SERVICES:0.48, SUPPLY_CHAIN_AND_PROCUREMENT:0.28","B2B:0.96, B2C:0.86",203,,1-10M,11-50,2018-07-10,Indio,CA,US,"+17605374454, +16232928300, +17609043225","inquiry@desertmoving.com, phx@desertmoving.com, privacy@desertmoving.com, info@desertmoving.com, ps@desertmoving.com, info@eliteanywhere.com","Desert Moving is a full-service moving company operating in the desert areas of California and Arizona. They provide a range of moving services including local, long-distance, international, small moves, office relocations, and car shipping. The company specializes in organizing packing, transporting, and storing belongings for both residential and commercial clients, as well as offering specialized services like office furniture installation and art collection. Established in 1987, Desert Movin",moveplnr-2026-05-29-companies-batch3000-1,2,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
